Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter £®nm£©,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),Reduction Temperature,Reduction Time/min,Reducing agent( chemical name in english),pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential £®V vsRHE£©,Onset Potential £®V vsRHE£©,Reduce in MA/ mA mg-1,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp©,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0
Effect of PTFE nanoparticles in catalyst layer with high Pt loading on PEM fuel cell performance,Gokce S. Avcioglu,Turkey,Middle East Technical University,2016,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,4.4,,XC-72R,30,230,25,0,electro deposition,10,25,0,0,0,86,175,0.203488372,,,,0.825,5,1.2,1.2,70,nafion 212,50,135,5,2,100,1,70.2,100,600,,,0,0,0.02,,0.21,540,0.97,0.84,0.8,0.76,0.74,0.71,0.69,0.655,0.62,0.59,0.54,0.49,0.4,0.31,0.2278,0.15871,0.09982,0.04903,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of PTFE nanoparticles in catalyst layer with high Pt loading on PEM fuel cell performance,Gokce S. Avcioglu,Turkey,Middle East Technical University,2016,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,4.4,,XC-72R,30,230,25,0,electro deposition,10,25,0,0,0,86,175,0.203488372,,,,1,5,1.2,1.2,70,nafion 212,50,135,5,2,100,1,70.2,100,600,,,0,0,0.02,,0.21,445.5,0.97,0.84,0.8,0.76,0.74,0.71,0.66,0.62,0.555,0.495,0.41,0.32,0.2378,0.16871,0.10982,0.05903,0.01478,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of PTFE nanoparticles in catalyst layer with high Pt loading on PEM fuel cell performance,Gokce S. Avcioglu,Turkey,Middle East Technical University,2016,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,4.4,,XC-72R,30,230,25,0,electro deposition,10,25,0,0,0,86,175,0.203488372,,,,1.54,5,1.2,1.2,70,nafion 212,50,135,5,2,100,1,70.2,100,600,,,0,0,0.02,,0.21,486,0.97,0.84,0.8,0.76,0.74,0.71,0.66,0.62,0.59,0.54,0.475,0.4,0.32,0.24657,0.18428,0.13077,0.08432,0.04361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of PTFE nanoparticles in catalyst layer with high Pt loading on PEM fuel cell performance,Gokce S. Avcioglu,Turkey,Middle East Technical University,2016,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,4.4,,XC-72R,30,230,25,0,electro deposition,10,25,0,0,0,86,175,0.203488372,,,,2.3,5,1.2,1.2,70,nafion 212,50,135,5,2,100,1,70.2,100,600,,,0,0,0.02,,0.21,300,0.97,0.8,0.74,0.675,0.61,0.55,0.5,0.41,0.32,0.2378,0.16871,0.10982,0.05903,0.01478,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Carbon-supportedPt-CoNanowiresasa NovelCathodeCatalystforProton ExchangeMembraneFuelCells,Bing Li,China,Tongji University,2017,,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,33.76,0,0,0,0,0,0,0,0,0,66.24,3.9,,XC-72R,30,230,25,20,NaBH4,7,25,0,0,0,49.46,125,0.252729478,0.893,,,0.333,25,0.4,0.2,40,not-mentioned,,,,,80,0,80,255,570,1.7,3.8,255,570,0,,0.21,720,0.98,0.86,0.8,0.78,0.76,0.735,0.72,0.695,0.675,0.65,0.635,0.6,0.575,0.55,0.51,0.48,0.44,0.38,0.32431,0.2761,0.23394,0.19677,0.16375,0.13423,0.10766,0.08364,0.06182,0.0419,0.02364,0.01,0.01
"Cathode catalyst layers with ionomer to carbon mass ratios in the range 0®C2 studied by electrochemical impedance spectroscopy, cyclic voltammetry, and performance measurements",Alexander D. Modestov,Russia,Alexander D. Modestov,2014,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,43,4.4,,AC01,,,198,1.6,ethylene glycol,10,25,0,0,0,80,175,0.21875,,,,0.43,25,,0.35,40,nafion XL,,140,4,2,100,1,65,,,,,0,0,0.1,,1,1569.03,1,0.875,0.845,0.82,0.8,0.795,0.78,0.76,0.75,0.74,0.72,0.7,0.695,0.68,0.67,0.655,0.64,0.62,0.61,0.60031,0.59119,0.5826,0.57449,0.56683,0.55957,0.55269,0.54615,0.53994,0.53403,0.52839,0.52301
"Cathode catalyst layers with ionomer to carbon mass ratios in the range 0®C2 studied by electrochemical impedance spectroscopy, cyclic voltammetry, and performance measurements",Alexander D. Modestov,Russia,Alexander D. Modestov,2014,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,43,4.4,,AC01,,,198,1.6,ethylene glycol,10,25,0,0,0,65,175,0.269230769,,,,0.86,25,,0.35,40,nafion XL,,140,4,2,100,1,65,,,,,0,0,0.1,,1,250,1,0.8,0.73,0.66,0.59,0.5,0.4,0.32,0.23,0.1478,0.07871,0.01982,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,185,4,ethylene glycol,7,25,0,0,0,55,225,0.409090909,,,,0.176,5,0.2,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,344,0.9,0.78,0.72,0.65,0.6,0.55,0.52,0.475,0.43,0.38,0.33,0.27,0.21431,0.1661,0.12394,0.08677,0.05375,0.02423,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,185,4,ethylene glycol,7,25,0,0,0,55,225,0.409090909,,,,0.333,5,0.2,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,495,0.95,0.81,0.75,0.71,0.66,0.65,0.6,0.56,0.545,0.505,0.48,0.45,0.4,0.36,0.325,0.3,0.25,0.2033,0.16239,0.12625,0.0941,0.0653,0.03936,0.01588,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,185,4,ethylene glycol,7,25,0,0,0,55,225,0.409090909,,,,0.538,5,0.2,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,420,0.95,0.81,0.75,0.71,0.66,0.61,0.58,0.545,0.5,0.46,0.42,0.375,0.31,0.26,0.2133,0.17239,0.13625,0.1041,0.0753,0.04936,0.02588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,185,4,ethylene glycol,7,25,0,0,0,55,225,0.409090909,,,,0.333,5,0.17,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,489.5,0.95,0.8,0.75,0.705,0.67,0.625,0.6,0.575,0.54,0.5,0.48,0.445,0.4,0.36,0.33,0.3,0.27156,0.24592,0.2227,0.20157,0.18225,0.16452,0.1482,0.13312,0.11915,0.10617,0.09407,0.08277,0.0722,0.06228,0.05296
Effect of heat treatment on the activity and stability of carbon supported PtMo alloy electrocatalysts for hydrogen oxidation in proton exchange membrane fuel cells,Edson A. Ticianelli,Brazil,Universidade de S?o Paulo,2013,,60,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.2,,XC-72R,30,230,25,,Formic acid,7,600,1,1,0,55,225,0.409090909,,,,,4.62,0.4,0.4,,nafion 115,175,125,1,5,100,1,85,,,,,0,0,0,,1,766.176,0.95,0.85,0.805,0.8,0.78,0.75,0.71,0.7,0.68,0.65,0.62,0.6,0.595,0.57,0.53,0.5,0.47156,0.44592,0.4227,0.40157,0.38225,0.36452,0.3482,0.33312,0.31915,0.30617,0.29407,0.28277,0.2722,0.26228,0.25296
Effects of electrospun polyacrylonitrile-based carbon nano?bers as catalyst support in PEMFC,Wan-Jin Lee,Korea,Chonnam National University,2009,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.9,,carbon nanofiber,,,130,180,ethylene glycol,12,25,0,0,0,74.5,225,0.302013423,,,,,5,0.5,0.5,,nafion 115,175,140,,10.335,85,1,80,,,,,0,0,0.1,,1,760,0.975,0.9,0.815,0.755,0.705,0.68,0.655,0.64,0.605,0.595,0.575,0.55,0.535,0.51,0.5,0.48,0.45,0.44,0.41,0.4,0.38,0.355,0.345,0.31,0.3,0.25,0.235,0.22056,0.20716,0.19468,0.18305
Electrochemical Characteristics and Performance of Platinum Nanoparticles Supported by Vulcan/Polyanilinefor Oxygen Reductionin PEMFC,K.Kakaei1,Iran,University Of Maragheh,2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R/Carbon nanofiber hybrid,,,25,0,ethylene glycol,10,25,0,0,0,41.3,225,0.544794189,,,,,6.25,0.2,0.2,10,nafion 115,175,120,1.5,10.335,100,1,50,,,,,0,0,0.1,,1,495,0.93,0.8,0.745,0.71,0.68,0.65,0.61,0.59,0.56,0.52,0.49,0.45,0.41,0.37,0.315,0.28,0.24695,0.21741,0.19083,0.16679,0.14495,0.12501,0.10675,0.08995,0.07445,0.0601,0.04678,0.03438,0.02281,0.01198,0.00184
Electrochemical Characteristics and Performance of Platinum Nanoparticles Supported by Vulcan/Polyanilinefor Oxygen Reductionin PEMFC,K.Kakaei1,Iran,University Of Maragheh,2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R/Carbon nanofiber hybrid,,,25,0,ethylene glycol,10,25,0,0,0,75.5,180,0.238410596,,,,,6.25,0.2,0.2,10,nafion 115,175,120,1.5,10.335,100,1,50,,,,,0,0,0.1,,1,594,0.93,0.83,0.795,0.76,0.735,0.7,0.675,0.645,0.61,0.595,0.565,0.525,0.495,0.45,0.4,0.35,0.3033,0.26239,0.22625,0.1941,0.1653,0.13936,0.11588,0.09452,0.07501,0.05711,0.04063,0.02542,0.01132,0.01,0.01
Electrochemical performance of low temperature PEMFC with surface tailored carbon nanofibers as catalyst support,Francisco Alcaide,Spain,"Energy Department, CIDETEC-IK4, Po Miram®Æn",2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4.2,,carbon nanofiber,,,25,0,NaBH4,7,25,0,0,0,55.4,225,0.406137184,,,,0.4,16,0.2,0.4,20,nafion 212,50,,,,100,0,70,225,300,1.5,2,225,300,0,,0.21,273,0.875,0.78,0.725,0.68,0.61,0.545,0.455,0.3728,0.30371,0.24482,0.19403,0.14978,0.11088,0.07641,0.04566,0.01806,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Enhanced carbon corrosion resistance for FEFC Pt/C catalysts using steam-etched carbon blacks as a catalyst support,Jian Xie,United States,Indiana University-Purdue University Indianapolis,2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,140,180,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,,50,0.6,0.6,,nafion 112,50,210,5,45.4,50,0,80,520,2060,3,3,450,450,0.049,,0.21,585,1,0.795,0.76,0.71,0.695,0.66,0.64,0.61,0.595,0.57,0.53,0.5,0.485,0.45,0.41,0.39,0.35,0.3,0.2533,0.21239,0.17625,0.1441,0.1153,0.08936,0.06588,0.04452,0.02501,0.01,0.01,0.01,0.01
Enhanced stability of multilayer graphene-supported catalysts for polymer electrolyte membrane fuel cell cathodes,H. Natter,Germany,Saarland University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,graphene,,600,120,1440,ethylene glycol,10,25,0,0,0,88,180,0.204545455,,,,1.67,50,0.27,0.27,40,nafion 212,50,125,6,5,90,1,80,225,375,1.5,2.5,225,375,0.15,,0.21,195,0.88,0.73,0.63,0.55,0.47,0.39,0.31657,0.25428,0.20077,0.15432,0.11361,0.07763,0.04562,0.01694,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Enhanced stability of multilayer graphene-supported catalysts for polymer electrolyte membrane fuel cell cathodes,H. Natter,Germany,Saarland University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,graphene,,600,120,1440,ethylene glycol,10,25,0,0,0,88,180,0.204545455,,,,1.67,50,0.322,0.161,40,nafion 212,50,125,6,5,90,1,80,225,375,1.5,2.5,225,375,0.15,,0.21,332.5,0.9,0.79,0.72,0.68,0.63,0.59,0.525,0.475,0.41,0.35,0.29431,0.2461,0.20394,0.16677,0.13375,0.10423,0.07766,0.05364,0.03182,0.0119,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Enhanced stability of multilayer graphene-supported catalysts for polymer electrolyte membrane fuel cell cathodes,H. Natter,Germany,Saarland University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,graphene,,600,120,1440,ethylene glycol,10,25,0,0,0,88,180,0.204545455,,,,1.67,50,0.83,0.415,40,nafion 212,50,125,6,5,90,1,80,225,375,1.5,2.5,225,375,0.15,,0.21,332.5,0.98,0.8,0.74,0.69,0.64,0.59,0.53,0.475,0.41,0.35,0.25,0.15909,0.08333,0.01923,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,770,0.93,0.88,0.85,0.845,0.825,0.805,0.8,0.78,0.76,0.75,0.72,0.7,0.61,0.5,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,715,0.96,0.87,0.85,0.82,0.8,0.795,0.78,0.76,0.75,0.74,0.7,0.65,0.58,0.45,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,90,180,0.2,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,590,0.91,0.85,0.825,0.8,0.795,0.75,0.74,0.705,0.69,0.65,0.59,0.5,0.35,0.23,0.12185,0.03313,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,0.7,5,0.3,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,774,0.93,0.86,0.84,0.81,0.8,0.795,0.775,0.755,0.745,0.725,0.7,0.67,0.645,0.575,0.5,0.345,0.20716,0.0968,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,0.7,5,0.3,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,654.5,0.95,0.845,0.8,0.795,0.76,0.75,0.725,0.7,0.69,0.65,0.61,0.595,0.545,0.46,0.35,0.25044,0.15991,0.08445,0.02057,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4.4,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,90,180,0.2,,,,0.7,5,0.2,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,732,0.945,0.85,0.82,0.8,0.795,0.775,0.755,0.75,0.735,0.705,0.7,0.655,0.61,0.555,0.46,0.36,0.26909,0.19333,0.12923,0.07429,0.02667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,0.7,5,0.2,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,660,0.9,0.83,0.805,0.795,0.76,0.75,0.745,0.705,0.695,0.655,0.64,0.6,0.53,0.4,0.28331,0.18828,0.1094,0.04287,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,0.7,5,0.1,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,605,0.91,0.8,0.78,0.75,0.74,0.705,0.695,0.66,0.65,0.61,0.6,0.55,0.5,0.45,0.35,0.25909,0.18333,0.11923,0.06429,0.01667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,90,180,0.2,,,,0.7,5,0.1,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,600,0.91,0.8,0.78,0.75,0.74,0.705,0.695,0.66,0.65,0.61,0.6,0.51,0.405,0.30976,0.23072,0.16407,0.1071,0.05786,0.01486,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Graphitised Carbon Nanofibres as Catalyst Support for PEMFC,E. Yli-Rantala,Finland,VTT Technical Research Centre of Finland,2011,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,83.6,5.3,,carbon nanofiber,,,198,1.6,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,0.5625,3,0.57,0.57,30,nafion 115,175,130,0.5,,100,0,80,,,,,0,0,0,,0.21,363.424,0.95,0.74,0.68,0.63,0.59,0.55,0.51,0.475,0.44,0.4,0.355,0.315,0.295,0.27586,0.25828,0.2421,0.22714,0.21327,0.20039,0.18838,0.17716,0.16666,0.1568,0.14754,0.13882,0.13059,0.12281,0.11545,0.10847,0.10167,0.09521
High performance polymer electrolyte membrane fuel cells (PEMFCs) with gradient Pt nanowire cathodes prepared by decal transfer method,Sheng Sui,China,Shanghai Jiao Tong University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,25,0,formic acid,7,25,0,0,0,36,180,0.5,,,,0.33,10.89,0.2,0.3,40,nafion 212,50,145,3,0.4,100,0,70,225,300,1.5,2,225,300,0.1,,0.21,686,0.87,0.82,0.795,0.78,0.75,0.72,0.7,0.68,0.66,0.62,0.6,0.58,0.55,0.51,0.49,0.45,0.41,0.39,0.34,0.2933,0.25239,0.21625,0.1841,0.1553,0.12936,0.10588,0.08452,0.06501,0.04711,0.03063,0.01542
High performance polymer electrolyte membrane fuel cells (PEMFCs) with gradient Pt nanowire cathodes prepared by decal transfer method,Sheng Sui,China,Shanghai Jiao Tong University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,25,0,formic acid,7,25,0,0,0,32,180,0.5625,,,,0.33,10.89,0.3,0.3,40,nafion 212,50,145,3,0.4,100,0,70,225,300,1.5,2,225,300,0.1,,0.21,931,0.97,0.85,0.81,0.795,0.785,0.76,0.74,0.72,0.71,0.695,0.68,0.66,0.64,0.62,0.6,0.595,0.57,0.53,0.51,0.49,0.45,0.41,0.39,0.33,0.27431,0.2261,0.18394,0.14677,0.11375,0.08423,0.05766
High performance polymer electrolyte membrane fuel cells (PEMFCs) with gradient Pt nanowire cathodes prepared by decal transfer method,Sheng Sui,China,Shanghai Jiao Tong University,2015,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,25,0,formic acid,7,25,0,0,0,28,180,0.642857143,,,,0.33,10.89,0.4,0.3,40,nafion 212,50,145,3,0.4,100,0,70,225,300,1.5,2,225,300,0.1,,0.21,912,0.97,0.85,0.81,0.795,0.785,0.76,0.74,0.72,0.71,0.695,0.68,0.66,0.64,0.62,0.6,0.595,0.57,0.515,0.5,0.47,0.415,0.385,0.345,0.30738,0.27398,0.24414,0.2173,0.19305,0.17102,0.15092,0.13251
